nome,ele,lat,long
Rifugio Bozano,2453,44.18542502841,7.29385857881
Rifugio Genova-Figari,2010,44.16110600839,7.33423677989
Rifugio Franco Remondino,2430,44.16341039146,7.29570194887
Rifugio Soria Ellena,1840,44.13997221870,7.36402923857
Rifugio Morelli-Buzzi,2351,44.19132867438,7.31333040076
Rifugio Emilio Questa,2386,44.18284166421,7.21637514736
Rifugio Valasco,,44.19874360000,7.23244740000
Rifugio Pagarì,2627,44.12391326813,7.40643415429
