lat,long,nome,descrizione,immagine,URL
45.922375,10.889489,Castello di Arco,Castello che domina la Piana del Sarca,https://upload.wikimedia.org/wikipedia/commons/1/15/CastelloArco_marzo_2003.jpg,https://it.wikipedia.org/wiki/Castello_di_Arco
